target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
CC(=O)N[C@@H](C)c1ccc(F)cc1,CC(=O)N[C@@H](C)c1ccc(F)cc1,CC(=O)N[C@H](C)c1ccc(F)cc1,CC(=O)N[C@@H](F)c1ccc(F)cc1,CC[C@@H](NC(C)=O)c1ccc(F)cc1,CC(=O)N[C@H](F)c1ccc(F)cc1,1,-0.19884629547595978,-0.008285262621939182,24
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COBC@H](Cc1ccccc1)NC(C)=O,1,-0.00965804886072874,-0.00037146342219784856,26
c1ccc([C@@H]2Cc3ccccc3O2)cc1,c1ccc([C@@H]2Cc3ccccc3O2)cc1,c1ccc([C@H]2Cc3ccccc3O2)cc1,c1ccc([Cc2cc3ccccc3O2)cc1)[C@@H]1Cc1ccccc1,c1ccc([Cc2cc3ccccc3O2)cc1)[C@H]1Cc1ccccc1,c1ccc([CC@@H]2Cc3ccccc3O2)cc1,1,-0.04533504694700241,-0.0018889602506533265,24
COC(=O)[C@@H](NC=O)C1CCCCC1,COC(=O)[C@H](NC=O)C1CCCCC1,COC(=O)[C@@H](NC=O)C1CCCCC1,COC(=O)[C#N[C@H](NC=O)C1CCCCC1,COC(=O)[C/N[C@H](NC=O)C1CCCCC1,COC(=O)[C[C@H](NC=O)C1CCCCC1,2,-1.635473370552063,-0.07433969527482986,22
CC(=O)N[C@@H]1CCc2ccccc2C1,CC(=O)N[C@@H]1CCc2ccccc2C1,CC(=O)N[C@H]1CCc2ccccc2C1,CC(=O)N[C[C@@H]1CCc2ccccc2C1,CC(=O)N[CC@@H]1CCc2ccccc2C1,CC(=O)N[CC@H]1CCc2ccccc2C1,1,-0.5311419367790222,-0.023093128576874733,23
CC[C@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[CO[C@H](C)c1ccccc1,CC[C[C@H](C)c1ccccc1,CC[CC@H](C)c1ccccc1,1,-0.0654495507478714,-0.004090596921741962,16
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[CO)c1ccc([C@H](C)C(C)C)cc1,CC[C[C@@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,1,-0.15377068519592285,-0.008093194104731083,19
COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,CC[C@@H](CC(=O)OC)C(=O)OC,CC[C@H](CC(=O)OC)C(=O)OC,CC[C@@H](C)C(=O)OC,1,-0.16494180262088776,-0.007497354876250029,22
COc1ccc2c(c1)C[C@@H](NC(C)=O)CC2,COc1ccc2c(c1)C[C@@H](NC(C)=O)CC2,COc1ccc2c(c1)C[C@H](NC(C)=O)CC2,COc1ccc2c(c1)C[CNC(C)=O)CC2,COc1ccc2c(c1)C[C/C(NC(C)=O)CC2,COc1ccc2c(c1)C[CH](NC(C)=O)CC2,1,-0.041107695549726486,-0.0014681320171803236,28
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,1,-0.21234209835529327,-0.009232264943420887,23
COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@H](C)C(=O)O,COC(=O)C[C[C@@H](C)C(=O)O,COC(=O)C[C[C@H](C)C(=O)O,COC(=O)C[CC@@H](C)C(=O)O,1,-0.4891260266304016,-0.02223300188779831,22
CC(=O)N[C@H](C)c1ncc(Br)cc1F,CC(=O)N[C@H](C)c1ncc(Br)cc1F,CC(=O)N[C@@H](C)c1ncc(Br)cc1F,CC(=O)N[C@H](C)c1nncc(Br)cc1F,CC(=O)N[C@H](C)/c1ncc(Br)cc1F,CC(=O)N[C@H](C)c1ncc(Br)cc1I,1,-0.002202005824074149,-8.808023267192766e-05,25
COC(=O)[C@H](Cc1ccccc1OC)NC(C)=O,COC(=O)[C@H](Cc1ccccc1OC)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1OC)NC(C)=O,COC(=O)[C@H](Cc1ccccc1Cl)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1Cl)NC(C)=O,COC(=O)[C@H](Cc1ccccc1O)NC(C)=O,1,-0.02328133024275303,-0.0008622714667581022,27
CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[CC@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,1,-0.249240905046463,-0.0065589710138738155,38
CCOP(=O)(C[C@H](N)c1ccccc1)OCC,CCOP(=O)(C[C@H](N)c1ccccc1)OCC,CCOP(=O)(C[C@@H](N)c1ccccc1)OCC,CCOP(=O)(C[C[C@H](N)c1ccccc1)OCC,CCOP(=O)(C[C[C@@H](N)c1ccccc1)OCC,CCOP(=O)(C[CC@H](N)c1ccccc1)OCC,1,-0.3816763460636139,-0.015267053619027138,25
CCOC(=O)C[C@@H](C)c1ccc(SC)cc1,CCOC(=O)C[C@@H](C)c1ccc(SC)cc1,CCOC(=O)C[C@H](C)c1ccc(SC)cc1,CCOC(=O)C[C@@H](C)c1ccc(Br)cc1,CCOC(=O)C[C@@H](C)c1ccc(S)cc1,CCOC(=O)C[C@H](C)c1ccc(Br)cc1,1,-0.06888922303915024,-0.002649585483595729,26
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
CCN1CC[C@@H](NC(=O)c2ccccc2)[C@@H](F)C1,CCN1CC[C@@H](NC(=O)c2ccccc2)[C@@H](F)C1,CCN1CC[C@H](NC(=O)c2ccccc2)[C@H](F)C1,CCN1CC[C@@H](NC(=O)c2ccccc2)[C@H](F)C1,CCN1CC[C@H](NC(=O)c2ccccc2)[C@@H](F)C1,CCN1CC[C(NC(=O)c2ccccc2)[C@@H](F)C1,1,-0.06964901834726334,-0.0022467426024377346,31
CC(=O)C[C@@H](C)c1ccccc1,CC(=O)C[C@H](C)c1ccccc1,CC(=O)C[C@@H](C)c1ccccc1,CC(=O)C[CC@H](C)c1ccccc1,CC(=O)C[C[C@H](C)c1ccccc1,CC(=O)C[C/C=C(\C)c1ccccc1,2,-3.566537380218506,-0.16983512043952942,21
C[C@@H]1Cc2ccccc2[C@@H]1C,C[C@H]1Cc2ccccc2[C@H]1C,C[C@@H]1Cc2ccccc2[C@@H]1C,C[C@H]1Cc2ccccc2[C@@H]1C,C[CC@H]1Cc2ccccc2[C@H]1C,C[C@@H]1Cc2ccccc2[C@H]1C,2,-2.563821315765381,-0.11147049069404602,23
C=C(/C=C\C)C[C@@H](C)c1ccccc1,C=C(/C=C\C)C[C@H](C)c1ccccc1,C=C(/C=C\C)C[C@@H](C)c1ccccc1,C=C(/C=C(\C)C[C@H](C)c1ccccc1,C=C(/C=C(\C)C[C@@H](C)c1ccccc1,C=C(/C=C\C)C[C=C\C)c1ccccc1,2,-0.818440854549408,-0.03147849440574646,26
COC(=O)[C@@H](C)CO,COC(=O)[C@@H](C)CO,COC(=O)[C@H](C)CO,COC(=O)[CC@@H](C)CO,COC(=O)[CO[C@@H](C)CO,COC(=O)[CO[C@H](C)CO,1,-0.04774996638298035,-0.0031833311077207327,15
CC(=O)N[C@H](C)C1=CC=CCC=C1,CC(=O)N[C@H](C)C1=CC=CCC=C1,CC(=O)N[C@@H](C)C1=CC=CCC=C1,CC(=O)N[C@H](C)/C1=CC=CCC=C1,CC(=O)N[C@@H](C)/C1=CC=CCC=C1,CC=O)N[C@H](C)C1=CC=CCC=C1,1,-0.06361676007509232,-0.0025446703657507896,25
C[C@H]1CCc2ccccc21,C[C@@H]1Cc2ccccc21,C[C@H]1Cc2ccccc21,C[C@@H]1CSc2ccccc21,C[C@@H]1C=Cc2ccccc21,C[C@@H]1CCOc2ccccc21,0,-15.770992279052734,-0.9856870174407959,16
CCOC(=O)C[C@@H](CC)c1ccccc1,CCOC(=O)C[C@@H](CC)c1ccccc1,CCOC(=O)C[C@H](CC)c1ccccc1,CCOC(=O)C[CC@@H](CC)c1ccccc1,CCOC(=O)C[C=C(CC)c1ccccc1,CCOC(=O)C[COCC)c1ccccc1,1,-0.19150136411190033,-0.008326145820319653,23
COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@H](NC(C)=O)[C@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1nn(C(=O)OC(C)(C)C)c2ncccc12,1,-0.04680125042796135,-0.0008830424631014466,53
O=C(C[C@H]1CCc2ccccc2N1)c1ccccc1,O=C(C[C@H]1CCc2ccccc2N1)c1ccccc1,O=C(C[C@@H]1CCc2ccccc2N1)c1ccccc1,O=C(C[C[C@H]1CCc2ccccc2N1)c1ccccc1,O=C(C[CC@H]1CCc2ccccc2N1)c1ccccc1,O=C(/C[C@H]1CCc2ccccc2N1)c1ccccc1,1,-0.13267894089221954,-0.0045751361176371574,29
CC[C@@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[CH](C)c1ccccc1,CC[C@@H](C)i1ccccc1,CC[C@@H](C)c1ccccn1,1,-0.015673544257879257,-0.0009795965161174536,16
COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,COC(=O)C[C@H](C)C(=O)O,COC(=O)C[C[C@@H](C)C(=O)O,COC(=O)C[C[C@H](C)C(=O)O,COC(=O)C[CC@@H](C)C(=O)O,1,-0.4891260266304016,-0.02223300188779831,22
C[C@@H](Cc1ccccc1[N+](=O)[O-])C(=O)O,C[C@@H](Cc1ccccc1[N+](=O)[O-])C(=O)O,C[C@H](Cc1ccccc1[N+](=O)[O-])C(=O)O,C[C@@H](Cc1ccccc1N+](=O)[O-])C(=O)O,C[C@@H](Cc1ccc(OC[N+](=O)[O-])C(=O)O,C[C@H](Cc1ccccc1N+](=O)[O-])C(=O)O,1,-0.06662026792764664,-0.002149040810763836,31
O=C(c1ccc(OCc2ccccc2)cc1)[C@@H]1CCC[C@H]1c1cc(OCc2ccccc2)ccc1OCc1ccccc1,O=C(c1ccc(OCc2ccccc2)cc1)[C@@H]1CCC[C@H]1c1cc(OCc2ccccc2)ccc1OCc1ccccc1,O=C(c1ccc(OCc2ccccc2)cc1)[C@H]1CCC[C@H]1c1cc(OCc2ccccc2)ccc1OCc1ccccc1,O=C(c1ccc(OCc2ccccc2)cc1)[C@@H]1CCC[C@@H]1c1cc(OCc2ccccc2)ccc1OCc1ccccc1,O=C(c1ccc(OCc2ccccc2)cc1)[C@H]1CCC[C@@H]1c1cc(OCc2ccccc2)ccc1OCc1ccccc1,O=C(c1ccc(OCc2ccccc2)cc1)[C@@H]1CCC[C@H]1c1cc(OCc2ccccc2)cccc1OCc1ccccc1,1,-0.3628123998641968,-0.006365129724144936,57
O=C(O)[C@@H]1CCCO1,O=C(O)[C@@H]1C[C@@H]1CO1,O=C(O)[C@H]1C[C@@H]1CO1,O=C(O)[C@H]1C[C@H]1CO1,O=C(O)[C@@H]1C[C@H]1CO1,O=C(O)[C@@H]1C[C@@H]1NC1,0,-38.78218460083008,-2.42388653755188,16
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
COC(=O)[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[CC@@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[CH](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C/Cc1ccco1)NC(=O)OCc1ccccc1,1,-0.011694571934640408,-0.00037724425783380866,31
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COBC@H](Cc1ccccc1)NC(C)=O,1,-0.00965804886072874,-0.00037146342219784856,26
CC(=O)N[C@H](Cc1ccccc1)C(=O)O,CC(=O)N[C@H](Cc1ccccc1)C(=O)O,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(=O)N[CC@H](Cc1ccccc1)C(=O)O,CC(=O)N[CC@@H](Cc1ccccc1)C(=O)O,CC(=O)N[C]@H](Cc1ccccc1)C(=O)O,1,-0.2676168382167816,-0.009911734610795975,27
C[C@@H](C[Si](C)(C)C)c1ccccc1,C[C@@H](C[Si](C)(C)C)c1ccccc1,C[C@H](C[Si](C)(C)C)c1ccccc1,C[CC@@H](C[Si](C)(C)C)c1ccccc1,C[CC@H](C[Si](C)(C)C)c1ccccc1,C[C@@H](C[SI](C)(C)C)c1ccccc1,1,-0.18784880638122559,-0.007513952441513538,25
O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C=C](Cc2ccccc2)C(=O)N1Cc1ccccc1,1,-0.028367318212985992,-0.0008343328954651952,34
CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[CO[C@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,COc1ccccc1[C@H](C)NC(C)=O,1,-0.09230982512235641,-0.004395706113427877,21
CC[C@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[CO[C@H](C)c1ccccc1,CC[C[C@H](C)c1ccccc1,CC[CC@H](C)c1ccccc1,1,-0.0654495507478714,-0.004090596921741962,16
CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C[C@@H](C)c1ccccc1,CC(=O)N[CC@@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,1,-0.1769879013299942,-0.008427995257079601,21
C[C@H](CC(=O)C(C)(C)C)C(=O)O,C[C@@H](CC(=O)C(C)(C)C)C(=O)O,C[C@H](CC(=O)C(C)(C)C)C(=O)O,C[CC@@H](CC(=O)C(C)(C)C)C(=O)O,C[C@@H](C(=O)C(C)(C)C)C(=O)O,C[C(CC(=O)C(C)(C)C)C(=O)O,2,-4.068121910095215,-0.15067118406295776,27
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,CCOC(=O)[C@H](Cc1ccccc1)NC(C)=O,CCOC(=O)[C@@H](Cc1ccccc1)NC(C)=O,CCOC(=O)[C@H](C)C(C)=O,CCOC(=O)[C@H](C(C)=O)C(C)=O,CCOC(=O)[C@@H](C)C(C)=O,0,-10.947182655334473,-0.4210454821586609,26
C[C@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,C[C@@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,C[C@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,C[C@@H](CC(=O)OCc1ccc(Cl)cc1)C(=O)O,C[CC@@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,CO[C@@H](CC(=O)c1ccc(Cl)cc1)C(=O)O,2,-4.449670791625977,-0.15343692898750305,29
COC(=O)[C@@H](Cc1ccc(F)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(F)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(F)cc1)NC(C)=O,COC(/=O)[C@@H](Cc1ccc(F)cc1)NC(C)=O,COC(=O)[C=C/c1ccc(F)cc1)NC(C)=O,COC(=O)[CH](Cc1ccc(F)cc1)NC(C)=O,1,-0.00814852211624384,-0.0002809835132211447,29
CC[C@H](Oc1ccccc1)C(=O)O,CC[C@H](Oc1ccccc1)C(=O)O,CC[C@@H](Oc1ccccc1)C(=O)O,CC[CC@H](Oc1ccccc1)C(=O)O,CC[C]@H](Oc1ccccc1)C(=O)O,CC[C@](Oc1ccccc1)C(=O)O,1,-0.14928799867630005,-0.006785817909985781,22
CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[CC@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,1,-0.249240905046463,-0.0065589710138738155,38
CCOC(=O)C[C@@H](NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[C@@H](NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[C@H](NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[CC@@H](NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[C]@@H](NC(C)=O)c1ccc(Cl)cc1,CCOC(=O)C[CH](NC(C)=O)c1ccc(Cl)cc1,1,-0.010024677030742168,-0.0003233766765333712,31
CC(=O)N[C@H](CC(C)C)c1ccccc1,CC(=O)N[C@H](CC(C)C)c1ccccc1,CC(=O)N[C@@H](CC(C)C)c1ccccc1,CC(=O)N[C=C(C)C)c1ccccc1,CC(=O)N[C]=CC(C)C)c1ccccc1,CC(=O)N[CH](CC(C)C)c1ccccc1,1,-0.017999405041337013,-0.000719976203981787,25
COc1ccc2c(c1)CCC[C@H]2C,COc1ccc2c(c1)CCC[C@H]2C,COc1ccc2c(c1)CCC[C@@H]2C,COc1ccc2c(c1)CCC[CC@H]2C,COc1ccc2c(c1)CCC[C]@H]2C,COc1ccc2c(c1)CCC[COH]2C,1,-0.19587679207324982,-0.008903490379452705,22
COc1cc2c(cc1OC)[C@@H](C)C(=O)NCC2,COc1cc2c(cc1OC)[C@@H](C)C(=O)NCC2,COc1cc2c(cc1OC)[C@H](C)C(=O)NCC2,COc1nn2c(cc1OC)[C@@H](C)C(=O)NCC2,COc1cc2n(cc1OC)[C@@H](C)C(=O)NCC2,COc1cc2c(cc1Cl)[C@@H](C)C(=O)NCC2,1,-0.13080324232578278,-0.004844564478844404,27
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,CC[C]@H](C)c1ccc(OC)cc1,CC[CH](C)c1ccc(OC)cc1,1,-0.0840124562382698,-0.004421708174049854,19
CC[C@@H](C)c1ccc(C(F)(F)F)cc1,CC[C@H](C)c1ccc(C(F)(F)F)cc1,CC[C@@H](C)c1ccc(C(F)(F)F)cc1,CC[CC@H](C)c1ccc(C(F)(F)F)cc1,CC[C[C@H](C)c1ccc(C(F)(F)F)cc1,CC[C]@H](C)c1ccc(C(F)(F)F)cc1,2,-2.8854966163635254,-0.11541986465454102,25
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COBC@H](Cc1ccccc1)NC(C)=O,1,-0.00965804886072874,-0.00037146342219784856,26
COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(/=O)C[C@@H](C)NC(C)=O,CO=O)C[C@@H](C)NC(C)=O,COC(=O)(C[C@@H](C)NC(C)=O,1,-0.05782876908779144,-0.0026285804342478514,22
C[C@@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,C[C[C@@H](Cc1ccccc1)c1ccccc1,C[C/C(=O)C[C@H](C)c1ccccc1,1,-0.045437876135110855,-0.0020653579849749804,22
CC(C)(C)OC(=O)N1CCCC[C@H](Cc2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C@@H](Cc2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C@H](Cc2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C[C@@H](Cc2ccccc2)C1=O,CC(C)(C)OC(=O)N1CCCC[C]@@H](Cc2ccccc2)C1=O,cc(C)(C)OC(=O)N1CCCC[C@@H](Cc2ccccc2)C1=O,2,-3.6075544357299805,-0.1061045452952385,34
CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@H](C)B1OC(C)(C)C(C)(C)O1,CCCCCC[CC@@H](C)B1OC(C)(C)C(C)(C)O1,CCCCCC[C(@@H](C)B1OC(C)(C)C(C)(C)O1,CCCCCC[CH](C)B1OC(C)(C)C(C)(C)O1,1,-0.03925245627760887,-0.0014018734218552709,28
CC[C@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[CO[C@H](C)c1ccccc1,CC[C[C@H](C)c1ccccc1,CC[CC@H](C)c1ccccc1,1,-0.0654495507478714,-0.004090596921741962,16
O=C1CCC[C@H]1Cc1ccccc1,O=C1CCC[C@H]1Cc1ccccc1,O=C1CCC[C@@H]1Cc1ccccc1,O=C1CCC[CC@H]1Cc1ccccc1,O=C1CCC[C]]1Cc1ccccc1,O=C1CCC[CH]1Cc1ccccc1,1,-0.035193391144275665,-0.001675875741057098,21
COc1ccc2c(c1)C[C@@H](NC(C)=O)CC2,COc1ccc2c(c1)C[C@@H](NC(C)=O)CC2,COc1ccc2c(c1)C[C@H](NC(C)=O)CC2,COc1ccc2c(c1)C[CNC(C)=O)CC2,COc1ccc2c(c1)C[C/C(NC(C)=O)CC2,COc1ccc2c(c1)C[CH](NC(C)=O)CC2,1,-0.041107695549726486,-0.0014681320171803236,28
COC(=O)[C@H](C)C[C@@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,COC(=O)[C@@H](C)C[C@@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,COC(=O)[C@H](C)C[C@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,COC(=O)[C@H](C)C[C@@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,COC(=O)[C@H](C)C[C@H](C)CC[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,COC(=O)[C@@H](C)C[C@@H](C)CC[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,3,-6.931957244873047,-0.14441578090190887,48
O=C1C[C@@H](c2ccccc2)C(=O)N1,O=C1C[C@@H](c2ccccc2)C(=O)N1,O=C1C[C@H](c2ccccc2)C(=O)N1,O=C1C[C=C(c2ccccc2)C(=O)N1,O=C1C[C/c2ccccc2)C(=O)N1,O=C1C[C#c2ccccc2)C(=O)N1,1,-0.5418671369552612,-0.020841043442487717,26
COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,CC[C@H](NC(C)=O)C(=O)OC,CC(=O)N[C@H](C)C(=O)OC,1,-0.2538920044898987,-0.01269460003823042,20
CC(=O)N[C@H]1CCCc2ccccc21,CC(=O)N[C@H]1CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[C[C@H]1CCCc2ccccc21,CC(=O)N[CC@H]1CCCc2ccccc21,CC(=O)N[C@H]1CCOc2ccccc21,1,-0.04254261031746864,-0.0019337550038471818,22
COc1ccc([C@@H](C)C(=O)O)cc1,COc1ccc([C@@H](C)C(=O)O)cc1,COc1ccc([C@H](C)C(=O)O)cc1,COc1ccc([CC@@H](C)C(=O)O)cc1,CC[C@@H](C(=O)O)c1ccc(OC)cc1,COc1ccc([C@@H](C)C(=O)O])cc1,1,-0.010250307619571686,-0.0004456655588001013,23
O=C(O)C[C@H](c1ccccc1)c1ccc(Cl)c(Cl)c1,O=C(O)C[C@H](c1ccccc1)c1ccc(Cl)c(Cl)c1,O=C(O)C[C@@H](c1ccccc1)c1ccc(Cl)c(Cl)c1,O=C(N)C[C@H](c1ccccc1)c1ccc(Cl)c(Cl)c1,O=C(NCC[C@H](c1ccccc1)c1ccc(Cl)c(Cl)c1,O=C(N)C[C@@H](c1ccccc1)c1ccc(Cl)c(Cl)c1,1,-0.13720285892486572,-0.004035378340631723,34
C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[CC@H](c1ccccc1)c1ccccc1C(=O)O,C[C=C(c1ccccc1)c1ccccc1C(=O)O,C[CH](c1ccccc1)c1ccccc1C(=O)O,1,-0.11856717616319656,-0.004391376860439777,27
COC(=O)[C@H](C)CC(=O)O,COC(=O)[C@H](C)CC(=O)O,COC(=O)[C@@H](C)CC(=O)O,CC[C@@H](CC(=O)O)C(=O)OC,CC[C@H](CC(=O)O)C(=O)OC,CC(=O)C[C@@H](C)C(=O)OC,1,-0.3518602252006531,-0.017593011260032654,20
