Reactant,product,a_nbo,b_nbo,r2_nbo,a_bond,b_bond,r2_bond,a_vbur,b_vbur,r2_vbur,a_l,b_l,r2_l,a_b1,b_b1,r2_b1,a_b5,b_b5,r2_b5
C=C(OC(=O)N(CC)CC)c1ccccc1,CCN(CC)C(=O)O[C@@H](C)c1ccccc1,86.47039072168248,-128.22778745645817,0.5429693482950373,129.07176168202486,58.79589182597223,0.3869369403529809,20.08263661789693,-13.609501338585847,0.2346282108065184,-0.28324553455138324,3.8229492934617753,0.027885932722750972,-3.110496172478739,9.243533089943433,0.8305199599947072,-0.5377285152033499,6.215355223789079,0.04514470212464716
C=C(OC(=O)N(CC)CC)c1ccccc1,CCN(CC)C(=O)O[C@H](C)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,C[C@@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,15.659223158341979,-21.599285668973067,1.0,91.10569233289749,41.738655030301736,1.0,18.159291129348148,-12.53240118244732,1.0,3.255785761436064,-22.108293200059133,1.0,0.8001681556941369,0.11697419278279675,1.0,0.21117322628924973,0.0020445297220077485,1.0
C=C(OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,C[C@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,-4.737811754261851,7.754325251819274,0.012547507467646435,-344.18849383573627,-150.73740983261794,0.3481220994344121,-10.89005612851901,8.786278240014646,0.5658825633449966,-0.28934732682150627,2.951502660893952,0.265548387394843,0.9287760065071807,-1.5915985939838073,0.6868254138024394,-0.5234623108460361,5.143145470281691,0.2857192690901823
C=C(OC(=O)c1ccccc1)P(=O)(O)O,C[C@@H](OC(=O)c1ccccc1)P(=O)(O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OC(=O)c1ccccc1)P(=O)(OC)OC,COP(=O)(OC)[C@@H](C)OC(=O)c1ccccc1,9.590108661318167,-12.800860609684229,0.2006575801042645,-152.08722682105022,-71.10120446022056,0.6186419951082567,-23.551314703217486,20.071260651960994,0.872507729636848,-0.6426416473747363,10.298677966167665,0.6330566677253879,0.29331906556460047,2.1944620360376863,0.42231510674001194,-0.05702015462700674,3.7720634638602193,0.01616490201665033
C=C(OC(=O)c1ccccc1)P(=O)(OC)OC,COP(=O)(OC)[C@H](C)OC(=O)c1ccccc1,-45.92566947926157,81.00092642181518,0.9971093681592713,192.61744160870657,97.64536841437284,0.9825863078068251,129.90224821652453,-79.91874722612714,0.8972776347117869,3.1004188616632673,-24.66023069495703,0.8860909840499049,-11.166102861683454,51.22807816561425,0.5124175166126022,-2.8999766821525763,30.74328461955062,0.5876719962807018
C=C(OC(C)=O)C(C)(C)C,CC(=O)O[C@H](C)C(C)(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OC(C)=O)C1CCCCC1,CC(=O)O[C@H](C)C1CCCCC1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OC(C)=O)c1ccc(Cl)cc1,CC(=O)O[C@H](C)c1ccc(Cl)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OC(C)=O)c1ccc(F)cc1,CC(=O)O[C@H](C)c1ccc(F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OC(C)=O)c1ccc([N+](=O)[O-])cc1,CC(=O)O[C@H](C)c1ccc([N+](=O)[O-])cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OC(C)=O)c1ccc2ccccc2c1,CC(=O)O[C@@H](C)c1ccc2ccccc2c1,0.0,3.3561992758354697,0.0,8.497058314499201,7.307713759701751,0.0,0.0,3.3561992758354697,0.0,0.0,3.3561992758354697,0.0,0.0,3.3561992758354697,0.0,0.0,3.3561992758354697,0.0
C=C(OC(C)=O)c1ccc2ccccc2c1,CC(=O)O[C@H](C)c1ccc2ccccc2c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OC(C)=O)c1cccc(OC(=O)N(C)CC)c1,CCN(C)C(=O)Oc1cccc([C@@H](C)OC(C)=O)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OC(C)=O)c1ccccc1,CC(=O)OC(C)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OC(C)=O)c1ccccc1,CC(=O)O[C@@H](C)c1ccccc1,-13.94929762412436,25.074531211514625,0.8785040279038171,34.19092264279614,18.907850820230646,0.648789703005652,3.3804625315688646,-0.11510135049878034,0.025464410694430617,-0.4110163583428271,7.283239696932105,0.07817218918173907,-0.07688384603033686,2.5015678230920635,0.0018950867773371849,-2.0856840553460056,18.913754770460148,0.5361063827757022
C=C(OC(C)=O)c1ccccc1,CC(=O)O[C@H](C)c1ccccc1,-4.667952039687059,10.94785466335551,0.3125266376367267,-0.1866260915699525,3.135804960451928,4.407423159979995e-05,-7.962247013393184,8.46731774993783,0.5864848769260251,-0.12916402959834297,4.638995268100754,0.42915828664134337,-0.3588170198349035,4.509747822468199,0.4110296569206652,-0.3779070522334941,6.2271476572694375,0.1587625374975129
C=C(OC(C)=O)c1ccco1,CC(=O)O[C@H](C)c1ccco1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OP(=O)(OCC)OCC)c1ccccc1,CCOP(=O)(OCC)OC(C)c1ccccc1,20.27189714225609,-32.64444412508926,1.0,-2040.2597531726335,-1039.4919416439252,1.0,47.69052165789238,-32.408402388148126,1.0,-0.34388818754485656,4.063328861095635,1.0,31.968356436989815,-107.44281096693722,1.0,0.7212974477559244,-4.8557050345274915,1.0
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc(Br)cc1,C[C@@H](OP(=O)(c1ccccc1)c1ccccc1)c1ccc(Br)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc(Br)cc1,C[C@H](OP(=O)(c1ccccc1)c1ccccc1)c1ccc(Br)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc(C(C)(C)C)cc1,C[C@@H](OP(=O)(c1ccccc1)c1ccccc1)c1ccc(C(C)(C)C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc(C(F)(F)F)cc1,C[C@@H](OP(=O)(c1ccccc1)c1ccccc1)c1ccc(C(F)(F)F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc(C)cc1,Cc1ccc([C@@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc(OC)cc1,COc1ccc([C@@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc([N+](=O)[O-])cc1,C[C@@H](OP(=O)(c1ccccc1)c1ccccc1)c1ccc([N+](=O)[O-])cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,CC(OP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,15.302265398086957,-23.889126261410595,0.2789888882689697,12.292768956954033,8.211487241042038,0.005228106888666262,32.20624915530546,-19.962345260919392,0.29778506267127147,-0.6228058001795641,7.247279833308298,0.7448390486093363,-0.4495719209019194,3.324064089961456,0.0036048503675709664,1.1220797257240749,-7.3211278407614255,0.5782567334096025
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,C[C@@H](OP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,C[C@H](OP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1cc(OC)c(OC)c(OC)c1)c1ccc2ccccc2c1,COc1cc(C(C)c2ccc3ccccc3c2)cc(OC)c1OC,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(-c2ccccc2)cc1)P(=O)(OCC)OCC,CCOP(=O)(OCC)C(C)c1ccc(-c2ccccc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Br)cc1)P(=O)(O)O,C[C@@H](c1ccc(Br)cc1)P(=O)(O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Br)cc1)P(=O)(OCC)OCC,CCOP(=O)(OCC)C(C)c1ccc(Br)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Br)cc1)S(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)[C@H](C)c2ccc(Br)cc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Br)cc1)c1ccccc1C(=O)O,C[C@@H](c1ccc(Br)cc1)c1ccccc1C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Br)cc1)c1ccccn1,C[C@@H](c1ccc(Br)cc1)c1ccccn1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C#N)cc1)c1ccccn1,C[C@@H](c1ccc(C#N)cc1)c1ccccn1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C(C)C)cc1)P(=O)(O)O,CC(C)c1ccc([C@H](C)P(=O)(O)O)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C(F)(F)F)cc1)C(C)C,CC(C)[C@@H](C)c1ccc(C(F)(F)F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C(F)(F)F)cc1)P(=O)(c1ccccc1)c1ccccc1,CC(c1ccc(C(F)(F)F)cc1)P(=O)(c1ccccc1)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C(F)(F)F)cc1)c1ccccn1,C[C@@H](c1ccc(C(F)(F)F)cc1)c1ccccn1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C)c(C)c1)c1ccccc1C(=O)O,Cc1ccc(C(C)c2ccccc2C(=O)O)cc1C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C)c(C)c1)c1ccccc1C(=O)O,Cc1ccc([C@H](C)c2ccccc2C(=O)O)cc1C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C)cc1)C(C)C,Cc1ccc([C@@H](C)C(C)C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C)cc1)C(C)C,Cc1ccc([C@H](C)C(C)C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C)cc1)P(=O)(O)O,Cc1ccc([C@H](C)P(=O)(O)O)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C)cc1)P(=O)(OCC)OCC,CCOP(=O)(OCC)[C@@H](C)c1ccc(C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C)cc1)P(=O)(c1ccccc1)c1ccccc1,Cc1ccc(C(C)P(=O)(c2ccccc2)c2ccccc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C)cc1)S(=O)(=O)c1ccc(C)cc1,Cc1ccc([C@@H](C)S(=O)(=O)c2ccc(C)cc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C)cc1)c1ccccc1C(=O)O,Cc1ccc([C@@H](C)c2ccccc2C(=O)O)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C)cc1)c1ccccc1C(=O)O,Cc1ccc([C@H](C)c2ccccc2C(=O)O)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(C)cc1)c1ccccn1,Cc1ccc([C@H](C)c2ccccn2)cc1,-1.9709992683487414,4.704758817448246,0.0008524699090374233,-12.23146926012683,-3.985717873150377,0.02572829313185665,-4.23491152492887,4.444218938428463,0.025670362040911332,-0.4214726028857438,4.7477614864240305,0.3586057011670477,-0.5752041596871572,3.531219746075821,0.3325277622540864,-0.30175796841398006,4.247612584106339,0.1870317434161367
C=C(c1ccc(C)cc1)c1cccs1,Cc1ccc(C(C)c2cccs2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(CC)cc1)P(=O)(O)O,CCc1ccc([C@H](C)P(=O)(O)O)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Cl)cc1)N(C)Cc1ccccc1,C[C@H](c1ccccc1)N(C)Cc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Cl)cc1)N1CCCC1,CC(c1ccc(Cl)cc1)N1CCCC1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Cl)cc1)P(=O)(O)O,C[C@@H](c1ccc(Cl)cc1)P(=O)(O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Cl)cc1)P(=O)(OCC)OCC,CCOP(=O)(OCC)C(C)c1ccc(Cl)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)[C@H](C)c2ccc(Cl)cc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Cl)cc1)c1ccccc1C(=O)O,C[C@@H](c1ccc(Cl)cc1)c1ccccc1C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Cl)cc1)c1ccccn1,C[C@@H](c1ccc(Cl)cc1)c1ccccn1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Cl)cc1)c1cccnc1,CC(c1ccc(Cl)cc1)c1cccnc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(F)cc1)C(C)C,CC(C)[C@@H](C)c1ccc(F)cc1,0.0,2.0907410969337694,1.0,nofit,nofit,nofit,0.0,2.0907410969337694,1.0,0.0,2.0907410969337694,1.0,0.0,2.0907410969337694,1.0,0.0,2.0907410969337694,1.0
C=C(c1ccc(F)cc1)C(C)C,CC(C)[C@H](C)c1ccc(F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(F)cc1)N1CCCC1,CC(c1ccc(F)cc1)N1CCCC1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(F)cc1)P(=O)(O)O,CC(c1ccc(F)cc1)P(=O)(O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(F)cc1)P(=O)(OCC)OCC,CCOP(=O)(OCC)C(C)c1ccc(F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(F)cc1)P(=O)(c1ccccc1)c1ccccc1,CC(c1ccc(F)cc1)P(=O)(c1ccccc1)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(F)cc1)c1ccccc1C(=O)O,C[C@@H](c1ccc(F)cc1)c1ccccc1C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(F)cc1)c1ccccn1,C[C@@H](c1ccc(F)cc1)c1ccccn1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(N(C)C)cc1)C(C)C,CC(C)[C@@H](C)c1ccc(N(C)C)cc1,0.0,3.8918202981106256,1.0,nofit,nofit,nofit,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0,0.0,3.8918202981106256,1.0
C=C(c1ccc(N(C)C)cc1)C(C)C,CC(C)[C@H](C)c1ccc(N(C)C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(OC)cc1)C(C)C,COc1ccc([C@@H](C)C(C)C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(OC)cc1)C(C)C,COc1ccc([C@H](C)C(C)C)cc1,0.0,3.4760986898352724,1.0,nofit,nofit,nofit,0.0,3.4760986898352724,1.0,0.0,3.4760986898352724,1.0,0.0,3.4760986898352724,1.0,0.0,3.4760986898352724,1.0
C=C(c1ccc(OC)cc1)C(F)(F)F,COc1ccc(C(C)C(F)(F)F)cc1,67.5581351422686,-128.85111395563362,0.1581619847757395,59.567923097433074,38.14003179009719,0.5664840079115792,31.190521705284446,-18.0126371613647,0.13329147498912763,-0.712127012381596,12.45461117544308,0.8501563988305879,0.3693254333151424,3.5218876291413976,0.07127252905027703,0.8885709420699262,-3.153906389607985,0.4252947672654469
C=C(c1ccc(OC)cc1)N1CCCC1,COc1ccc(C(C)N2CCCC2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(OC)cc1)P(=O)(O)O,COc1ccc([C@H](C)P(=O)(O)O)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(OC)cc1)P(=O)(OCC)OCC,CCOP(=O)(OCC)C(C)c1ccc(OC)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(OC)cc1)P(=O)(c1ccccc1)c1ccccc1,COc1ccc(C(C)P(=O)(c2ccccc2)c2ccccc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(OC)cc1)S(=O)(=O)c1ccc(C)cc1,COc1ccc([C@@H](C)S(=O)(=O)c2ccc(C)cc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(OC)cc1)c1ccc(C(F)(F)F)cc1,COc1ccc(C(C)c2ccc(C(F)(F)F)cc2)cc1,3.1268990316204888,-5.050260555902663,0.014836201883553946,9.493155212322359,6.5074567549515185,0.07116932966062639,6.153716947706094,-3.3543617681129767,0.21392651268746132,0.11755365458920515,-0.23860023401593522,0.43143468107164573,-0.14838045217361878,1.6260585687473517,0.08424254017496946,0.4169072068476012,-2.7036857069978377,0.3137716193369168
C=C(c1ccc(OC)cc1)c1ccccc1C(=O)O,COc1ccc(C(C)c2ccccc2C(=O)O)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(OC)cc1)c1ccccc1C(=O)O,COc1ccc([C@H](C)c2ccccc2C(=O)O)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(OC)cc1)c1ccccn1,COc1ccc([C@H](C)c2ccccn2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc(Oc2ccccc2)cc1)c1ccccc1C(=O)O,C[C@@H](c1ccc(Oc2ccccc2)cc1)c1ccccc1C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc2c(c1)OCO2)N1CCCC1,CC(c1ccc2c(c1)OCO2)N1CCCC1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc2cc(OC)ccc2c1)P(=O)(O)O,COc1ccc2cc([C@H](C)P(=O)(O)O)ccc2c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc2cc(OC)ccc2c1)P(=O)(OCC)OCC,CCOP(=O)(OCC)C(C)c1ccc2cc(OC)ccc2c1,-1.0121530756460393,4.768603764717643,1.0,17.888076480473,12.258464199913767,1.0,15.148080053575574,-7.405923479237432,1.0,0.3248487475871878,0.33776232403919115,1.0,0.45699645349105184,1.8511410345243287,1.0,0.2498844940277214,1.0902594162259787,1.0
C=C(c1ccc2ccccc2c1)P(=O)(OCC)OCC,CCOP(=O)(OCC)C(C)c1ccc2ccccc2c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc2ccccc2c1)c1ccccc1C(=O)O,C[C@H](c1ccc2ccccc2c1)c1ccccc1C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1ccc2ccccc2c1)c1ccccn1,C[C@@H](c1ccc2ccccc2c1)c1ccccn1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1cccc(Br)c1)c1ccccc1O,C[C@@H](c1cccc(Br)c1)c1ccccc1O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1cccc(C)c1)N1CCCC1,Cc1cccc(C(C)N2CCCC2)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C=C(c1cccc(C)c1)P(=O)(O)O,Cc1cccc([C@H](C)P(=O)(O)O)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
